,key_0,age,number_of_kids,income_past12months,is_ms_married,is_ms_widowed,is_ms_divorced,is_ms_seperated,is_ms_never,is_oc_admin,is_oc_teach,is_oc_pro,is_oc_adsup,is_oc_sale_ret,is_oc_sale_bus,is_oc_tech,is_oc_prot,is_oc_phs,is_oc_other,is_oc_mach,is_oc_trans,is_oc_hand,is_oc_mech,is_oc_cons,is_edu_f,is_edu_n,is_edu_hs,is_edu_sc,is_edu_as,is_edu_bs,is_edu_ms,is_house_with_mort,is_house_without_mort,is_rented,is_occupied,const,age*kids,age*edu_hs,age*edu_sc,age*edu_as,age*edu_bs,age*edu_ms,age*ms_married,age*ms_never,class
1471,R01768,19,0,1259.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19,0,0,0,19,2
1472,R01769,15,0,53391.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,15,0,0,0,0,15,2
1473,R01771,31,0,36039.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31,0,0,0,0,31,0
1474,R01772,38,0,37612.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38,0,0,0,0,0,0,5
1475,R01773,14,1,52317.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14,0,14,0,0,0,14,0,0
1476,R01774,30,0,44207.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30,0,0,0,0,0,0
1477,R01775,25,1,3780.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,25,0,25,0,0,0,0,25,0
1478,R01776,39,0,81399.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,39,0,0,0,0,0,0,5
1479,R01777,3,0,1332.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,2
1480,R01778,2,0,35314.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,2
1481,R01781,10,1,69168.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,10,0,0,0,0,10,0,2
1482,R01782,26,1,35056.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,26,26,0,0,0,0,0,0,5
1483,R01783,40,0,74716.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,40,0,0,0,40,0,0
1484,R01784,21,1,30911.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,21,0,21,0,0,0,21,0,0
1485,R01785,30,0,37141.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30,0,0,0,0,0,0,5
1486,R01786,10,0,109222.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,10,0,0,10,2
1487,R01788,28,1,36275.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28,28,0,0,0,0,28,0,6
1488,R01789,18,2,132703.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,36,0,0,0,18,0,18,0,7
1489,R01790,38,0,60154.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38,0,0,0,0,9
1490,R01791,21,3,25631.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,63,0,0,0,0,0,21,0,1
1491,R01792,26,0,59427.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0
1492,R01793,9,0,25391.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,9,2
1493,R01794,31,0,71072.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,31,0,31,0,4
1494,R01795,12,0,45016.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,12,0,0,12,2
1495,R01796,28,0,113830.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28,0,0,0,0,28,0,6
1496,R01797,36,0,6370.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36,0,0,0,0,9
1497,R01799,30,0,129459.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,30,0,0,0,0,30,0,6
1498,R01800,41,0,29699.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,41,0,0,0,0,0,0,5
1499,R01804,12,0,110485.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,12,12,0,2
1500,R01806,3,0,12029.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,3,2
1501,R01807,7,0,52079.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7,0,0,7,2
1502,R01809,37,0,15980.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,37,0,0,0,37,9
1503,R01810,11,2,61256.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,22,0,11,0,0,0,0,11,2
1504,R01811,36,0,120366.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,36,0,0,0,36,0,0
1505,R01812,21,1,215748.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,21,0,0,21,0,0,21,0,9
1506,R01813,32,1,28678.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,32,0,0,0,0,0,32,0,7
1507,R01814,17,2,29645.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,34,0,0,0,0,0,0,17,7
1508,R01815,13,2,18136.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,26,13,0,0,0,0,13,0,7
1509,R01818,28,1,37827.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,28,28,0,0,0,0,28,0,6
1510,R01819,19,1,41774.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,19,0,19,0,0,0,0,0,0
1511,R01820,38,0,83276.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,38,0,0,0,0,38,0,6
1512,R01821,37,0,26476.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,37,0,0,37,4
1513,R01822,36,0,141967.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36,0,36,0,4
1514,R01823,36,1,40107.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,36,36,0,0,0,0,0,36,5
1515,R01824,37,0,55699.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,37,0,0,0,0,37,0,6
1516,R01825,41,0,65326.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,41,0,41,0,4
1517,R01827,17,0,64370.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,17,0,0,0,0,17,0,6
1518,R01828,8,0,39189.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8,0,0,0,8,2
1519,R01829,38,0,78758.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,38,0,38,0,4
1520,R01830,6,0,14058.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,0,0,6,2
1521,R01831,31,2,79124.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,62,31,0,0,0,0,31,0,1
1522,R01832,6,0,3385.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,6,2
1523,R01835,36,2,69002.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,72,0,0,36,0,0,0,0,1
1524,R01836,1,0,2995.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2
1525,R01837,25,0,17196.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1526,R01838,39,0,28479.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,39,0,0,0,0,0,39,5
1527,R01839,8,1,57052.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8,8,0,0,0,0,8,0,2
1528,R01840,26,0,85088.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,26,0,0,0,0,9
1529,R01841,16,0,45166.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,16,0,0,0,0,16,2
1530,R01842,15,2,53976.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,30,0,0,0,15,0,15,0,7
1531,R01843,6,0,3115.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2
1532,R01844,14,2,61325.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28,14,0,0,0,0,14,0,7
1533,R01845,4,0,11256.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,4,2
1534,R01846,0,0,8570.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1535,R01847,17,0,104143.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,2
1536,R01848,35,0,10037.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,35,0,0,0,0,0,35,5
1537,R01849,1,0,2505.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
1538,R01850,1,0,24054.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
1539,R01851,36,0,31671.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,36,0,36,0,4
1540,R01852,3,0,2092.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,2
1541,R01854,38,1,31656.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38,0,38,0,0,0,38,0,0
1542,R01858,23,2,20848.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,46,23,0,0,0,0,0,0,7
1543,R01859,23,0,13366.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,23,0,0,0,0,23,0
1544,R01860,5,0,37047.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,5,2
1545,R01861,4,0,40420.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,4,2
1546,R01862,30,1,12077.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,30,30,0,0,0,0,30,0,6
1547,R01863,25,3,20430.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,75,0,0,0,0,0,25,0,1
1548,R01864,33,3,27206.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,99,0,33,0,0,0,33,0,8
1549,R01865,35,2,57753.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,70,0,0,0,0,0,35,0,1
1550,R01866,38,0,18147.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1551,R01867,13,4,30635.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,0,0,0,0,0,0,13,1
1552,R01868,10,2,17204.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,20,0,0,0,10,0,0,0,7
1553,R01869,12,3,17615.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,36,0,0,12,0,0,0,12,7
1554,R01870,35,0,37209.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,35,0,0,35,4
1555,R01871,35,0,42362.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,35,0,0,0,4
1556,R01873,3,0,7610.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,2
1557,R01874,37,0,19236.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,37,0,0,0,4
1558,R01875,30,4,51340.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,120,0,0,0,0,0,30,0,8
1559,R01876,38,0,25084.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,38,0,0,0,0,38,0,6
1560,R01877,39,0,29366.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1561,R01878,39,0,279439.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,39,0,39,0,4
1562,R01879,25,3,53647.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,75,0,0,0,0,0,25,0,1
1563,R01881,36,0,74247.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,36,0,6
1564,R01882,3,0,6458.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,2
1565,R01883,22,1,100172.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,22,0,22,0,0,0,22,0,0
1566,R01884,6,0,1556.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,6,2
1567,R01885,25,1,33570.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,25,0,0,25,0,0,0,25,9
1568,R01886,40,0,37327.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1569,R01887,6,0,68372.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,0,0,6,2
1570,R01888,9,1,55441.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9,0,0,0,9,0,9,0,2
1571,R01889,11,0,14749.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,2
1572,R01891,1,0,7035.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
1573,R01892,29,2,141486.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,58,0,0,0,29,0,0,0,1
1574,R01894,29,0,9868.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,29,0,0,0,0,0,29,5
1575,R01895,25,2,98802.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,25,0,1
1576,R01896,15,0,55368.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,15,0,15,2
1577,R01899,21,1,36205.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,21,21,0,0,0,0,21,0,6
1578,R01900,33,1,93822.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,33,0,0,33,0,0,33,0,9
1579,R01901,41,0,27580.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,41,0,0,0,0,0,0
1580,R01902,22,3,49789.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,66,0,0,0,0,0,0,22,1
1581,R01903,2,0,2908.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
1582,R01904,33,0,54708.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33,0,0,0,33,0,0
1583,R01905,10,1,50181.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10,0,0,10,0,0,0,10,2
1584,R01907,12,0,30474.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,12,2
1585,R01909,24,4,36364.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,96,0,0,0,24,0,24,0,8
1586,R01910,26,1,26457.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,26,0,0,0,0,0,0,26,7
1587,R01912,37,1,14391.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,37,0,37,0,0,0,0,0,0
1588,R01913,36,0,4213.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
1589,R01914,35,0,117855.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,35,0,0,0,35,0,0
1590,R01915,11,3,23106.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,33,0,11,0,0,0,0,0,7
1591,R01916,34,1,48971.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,34,0,34,0,0,0,34,0,0
1592,R01918,35,0,121170.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,35,0,0,0,35,0,0
1593,R01919,11,0,1781.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,11,2
1594,R01920,22,2,26041.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,44,0,0,22,0,0,0,22,7
1595,R01921,19,0,45205.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,19,0,0,0,0,0,0,5
1596,R01922,10,0,51466.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,10,0,10,2
1597,R01923,6,0,36807.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,6,2
1598,R01924,41,0,275302.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,41,0,0,41,0,9
1599,R01926,14,2,15246.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28,0,0,0,0,0,0,14,7
1600,R01927,13,0,7614.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,13,0,2
1601,R01928,31,0,64539.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31,0,31,0,4
1602,R01929,19,2,25450.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,38,0,0,19,0,0,19,0,7
1603,R01930,7,0,57637.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,7,2
1604,R01931,14,0,62382.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,14,0,0,0,2
1605,R01933,11,0,26184.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11,0,0,11,2
1606,R01934,13,0,12330.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,13,0,0,0,0,13,2
1607,R01936,10,2,74520.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,20,0,0,10,0,0,0,10,2
1608,R01939,23,0,32756.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,23,0,0,0,0,23,0,6
1609,R01940,33,4,44010.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,132,33,0,0,0,0,33,0,8
